id_estudiante,promedio_general,promedio_actual,asistencia_promedio,materias_reprobadas,materias_recursadas,materias_inscritas,materias_aprobadas,cuatrimestre_actual,cuatrimestres_retraso,parciales_reprobados,calificacion_minima_parcial,calificacion_maxima_parcial,beneficiario_beca,turno,preferencia_carrera,foraneo,trabaja,edad_ingreso,desercion
ISW-2021-03553,6.65,7.06,0.8388,1,1,6,6,2,1,8,6.2,8.3,1,0,0,0,1,27,0
ISW-2022-03554,8.77,8.89,0.8734,0,0,5,14,3,0,8,5.5,10.0,1,3,1,0,1,19,0
ISW-2023-03555,8.74,9.03,0.8172,1,1,6,6,2,1,3,7.4,10.0,1,3,2,0,0,19,0
ISW-2018-03556,9.3,8.86,0.9427,0,0,5,35,6,0,28,5.9,9.3,0,0,2,1,0,17,0
ISW-2020-03557,8.5,8.79,0.8839,4,2,5,10,3,1,6,7.6,10.0,0,1,1,1,1,21,0
ISW-2023-03558,8.63,9.0,0.8212,1,1,6,48,8,0,31,7.0,9.5,1,3,0,0,0,24,0
ISW-2023-03559,8.25,8.54,0.8979,1,1,6,20,4,0,21,7.6,9.3,0,2,0,0,1,24,1
ISW-2019-03560,8.41,8.57,0.7398,3,2,7,11,3,1,14,6.8,10.0,1,1,1,0,1,28,0
ISW-2019-03561,8.03,7.97,0.86,0,0,5,28,5,0,20,6.4,9.1,0,0,0,0,0,27,0
ISW-2019-03562,8.85,9.01,0.8843,0,0,5,14,3,1,5,6.0,9.4,0,0,1,1,1,22,0
ISW-2022-03563,8.85,8.32,0.8907,0,0,5,42,7,1,27,5.4,8.9,1,2,0,0,1,21,0
ISW-2025-03564,8.48,8.31,0.9674,0,0,7,0,1,0,0,7.2,9.8,0,0,0,0,0,22,0
ISW-2018-03565,9.42,9.07,0.8871,1,0,7,55,9,1,31,7.5,10.0,0,1,1,1,0,20,0
ISW-2018-03566,8.53,8.18,0.8551,1,1,5,34,6,1,31,6.1,9.2,0,1,1,0,0,20,1
ISW-2021-03567,7.12,7.5,0.9172,1,1,6,41,7,0,49,4.0,8.8,1,0,1,0,1,24,0
ISW-2019-03568,7.06,7.12,0.6851,3,3,6,11,3,0,29,5.5,7.7,0,0,0,0,1,23,1
ISW-2019-03569,8.02,8.24,0.8917,0,0,7,35,6,1,29,5.4,8.7,0,0,2,0,0,21,0
ISW-2022-03570,9.26,9.32,0.796,0,0,5,7,2,0,5,7.6,10.0,1,2,0,0,1,24,0
ISW-2024-03571,7.89,8.07,0.909,0,0,5,28,5,0,26,6.1,9.1,0,0,1,1,1,19,0
ISW-2020-03572,9.89,9.47,0.7753,0,0,7,0,1,0,0,6.3,10.0,1,0,1,1,0,21,0
ISW-2025-03573,9.86,9.35,0.8764,0,0,5,7,2,1,2,8.2,10.0,1,3,0,1,0,21,0
ISW-2025-03574,7.22,7.47,0.8836,2,1,5,12,3,0,16,5.3,8.2,0,1,1,1,1,20,0
ISW-2022-03575,9.79,9.57,0.9488,0,0,5,7,2,0,4,7.6,10.0,1,1,1,0,0,20,0
ISW-2018-03576,7.94,8.04,0.8341,1,1,6,6,2,0,5,6.6,9.6,0,2,0,1,1,22,0
ISW-2024-03577,8.29,8.24,0.9046,0,0,6,35,6,0,20,5.9,9.7,0,0,1,0,1,23,0
ISW-2020-03578,8.53,8.51,0.914,1,0,5,6,2,1,3,7.6,9.3,0,3,0,0,1,23,0
ISW-2020-03579,7.62,7.51,0.7435,1,0,5,27,5,0,45,4.6,8.2,0,2,2,0,0,25,1
ISW-2024-03580,8.74,8.81,0.9191,0,0,7,0,1,0,0,7.2,9.6,0,0,0,0,0,20,0
ISW-2023-03581,8.66,8.59,0.9142,0,0,6,28,5,0,18,5.5,9.8,0,0,0,0,1,25,0
ISW-2020-03582,9.5,9.6,0.9244,1,1,5,34,6,1,8,8.3,10.0,0,0,1,0,0,23,0
ISW-2021-03583,7.71,7.45,0.8588,3,2,7,11,3,0,12,4.6,9.0,0,1,0,0,0,20,0
ISW-2018-03584,7.35,7.62,0.8684,1,1,6,27,5,1,25,5.3,8.7,0,1,2,0,0,25,0
ISW-2022-03585,9.13,9.12,0.9043,1,1,5,48,8,0,23,6.7,10.0,1,1,0,0,1,26,0
ISW-2022-03586,6.62,6.06,0.87,4,3,7,31,6,2,73,4.6,7.7,0,3,0,0,0,21,0
ISW-2024-03587,8.35,7.6,0.9627,3,3,6,4,2,1,9,4.4,8.4,0,1,0,0,1,24,0
ISW-2024-03588,7.79,7.9,0.835,1,1,6,13,3,0,11,5.3,9.3,0,2,0,0,0,25,0
ISW-2021-03589,7.15,7.51,0.6365,8,7,7,27,6,1,59,5.5,8.1,0,1,0,0,1,25,1
ISW-2022-03590,9.12,9.44,0.8332,0,0,7,7,2,0,1,8.2,10.0,0,1,0,0,1,26,0
ISW-2021-03591,8.49,8.24,0.794,3,2,5,32,6,0,51,7.2,9.3,0,0,0,0,0,25,1
ISW-2021-03592,7.28,7.31,0.8035,5,5,6,2,2,2,5,4.4,8.2,0,1,0,1,1,23,1
ISW-2023-03593,6.36,6.14,0.6036,3,2,6,32,6,0,62,2.8,6.9,1,1,0,0,1,28,0
ISW-2019-03594,9.04,9.04,0.8607,0,0,6,0,1,0,0,6.5,10.0,0,0,0,0,1,27,1
ISW-2025-03595,7.71,7.64,0.9067,0,0,6,0,1,0,0,4.7,8.9,0,2,0,1,0,26,0
ISW-2022-03596,8.66,8.32,0.95,1,0,1,62,10,0,37,6.3,9.2,1,1,0,0,1,23,0
ISW-2021-03597,8.95,8.94,0.9331,0,0,6,42,7,0,26,7.6,10.0,0,0,0,0,0,28,0
ISW-2019-03598,8.66,8.91,0.8478,1,1,5,41,7,1,19,5.4,10.0,0,2,0,0,0,19,0
ISW-2024-03599,7.67,7.37,0.8252,1,0,7,55,9,1,63,6.5,7.7,0,0,0,1,0,20,0
ISW-2020-03600,8.7,8.4,0.8371,1,1,5,13,3,0,10,6.0,9.5,0,1,0,0,0,21,0
ISW-2024-03601,7.05,7.53,0.6347,2,1,7,5,2,0,10,4.8,9.2,0,1,2,1,0,19,1
ISW-2021-03602,8.33,8.39,0.8286,0,0,7,0,1,0,0,5.8,9.1,0,0,0,1,1,21,0
ISW-2024-03603,8.23,8.24,0.8197,2,2,7,12,3,0,12,6.6,9.3,0,0,0,0,1,23,1
ISW-2020-03604,8.88,8.57,1.0,2,1,6,5,2,1,3,6.0,9.5,1,0,1,0,0,18,0
ISW-2025-03605,9.93,9.71,0.9382,0,0,5,49,8,1,12,6.5,10.0,0,0,0,0,0,21,0
ISW-2019-03606,8.64,8.94,0.912,0,0,5,0,1,0,0,5.7,10.0,0,1,0,0,1,29,0
ISW-2023-03607,7.8,8.12,0.8306,0,0,5,0,1,0,0,6.2,9.9,0,0,1,0,0,21,0
ISW-2025-03608,9.19,9.12,0.8752,1,1,7,6,2,0,3,7.2,10.0,1,3,1,0,1,23,0
ISW-2018-03609,8.34,8.17,0.8056,0,0,7,0,1,0,0,7.1,8.9,0,0,2,1,0,28,0
ISW-2023-03610,8.07,8.32,0.7771,6,3,6,1,2,1,6,5.3,9.4,0,0,2,1,1,23,1
ISW-2022-03611,9.14,9.31,0.9065,0,0,6,21,4,0,8,6.0,10.0,0,3,1,1,0,19,0
ISW-2024-03612,8.11,7.54,0.8507,3,1,7,4,2,1,11,5.7,8.0,1,1,1,0,1,27,0
ISW-2021-03613,9.49,9.49,0.8693,0,0,6,21,4,0,4,7.4,10.0,0,1,0,1,0,23,0
ISW-2020-03614,8.83,9.08,0.9085,0,0,6,42,7,1,11,7.6,10.0,0,1,2,1,0,19,0
ISW-2024-03615,9.42,8.95,0.7734,3,2,6,18,4,1,21,6.3,9.6,0,2,1,1,1,22,1
ISW-2022-03616,7.98,8.36,0.8401,1,1,7,27,5,0,19,7.3,9.2,0,0,0,1,1,19,0
ISW-2020-03617,8.82,9.06,0.9089,2,1,5,5,2,0,3,6.3,10.0,0,0,0,0,0,18,0
ISW-2019-03618,9.14,9.22,0.8449,0,0,7,0,1,0,0,6.4,10.0,0,3,1,1,0,23,0
ISW-2022-03619,9.65,9.52,0.7865,2,1,6,5,2,1,8,7.8,10.0,0,0,0,0,1,20,0
ISW-2018-03620,8.37,8.5,0.8096,1,0,7,55,9,0,46,7.4,10.0,1,1,2,1,0,27,0
ISW-2022-03621,7.91,7.79,0.9187,1,1,6,20,4,1,18,4.9,9.1,1,1,0,0,1,22,0
ISW-2021-03622,9.08,9.65,0.7893,0,0,6,7,2,0,7,6.4,10.0,0,1,2,0,0,21,0
ISW-2020-03623,8.09,7.78,0.7596,3,2,7,11,3,1,21,4.3,9.5,0,2,0,0,0,26,1
ISW-2024-03624,8.01,7.72,0.8062,0,0,6,35,6,1,37,4.4,8.6,0,3,1,0,0,19,1
ISW-2021-03625,6.47,7.52,0.8775,1,1,7,20,4,0,19,4.3,8.0,0,0,0,0,0,21,1
ISW-2018-03626,8.04,8.49,0.8929,0,0,6,21,4,0,15,6.4,9.8,0,1,0,1,0,24,0
ISW-2021-03627,8.61,8.79,0.7962,3,2,5,39,7,1,50,6.3,9.4,0,1,0,0,0,24,0
ISW-2022-03628,8.25,8.57,0.9028,1,1,7,27,5,0,17,7.1,10.0,1,0,0,0,1,27,0
ISW-2019-03629,7.81,8.03,0.9,3,3,6,18,4,1,18,6.0,8.7,0,2,0,0,0,26,0
ISW-2019-03630,5.55,5.34,0.7603,0,0,5,0,1,0,0,2.4,6.6,1,1,2,0,1,20,0
ISW-2024-03631,8.7,8.77,0.8582,0,0,6,0,1,0,0,7.9,9.1,0,0,0,0,0,20,0
ISW-2019-03632,7.15,7.45,0.9021,2,2,5,54,9,0,48,5.9,8.4,0,2,1,1,1,21,1
ISW-2021-03633,9.72,9.7,0.8771,0,0,7,21,4,1,5,6.7,10.0,0,3,1,1,0,33,0
ISW-2021-03634,7.58,7.72,0.9299,0,0,7,14,3,0,17,4.4,9.1,0,0,0,0,1,20,0
ISW-2024-03635,7.98,7.97,0.8883,2,2,5,19,4,0,19,4.7,9.5,0,2,2,0,1,19,0
ISW-2019-03636,6.95,6.6,0.8596,0,0,5,0,1,0,0,5.4,8.3,0,0,1,1,1,26,0
ISW-2019-03637,7.3,7.82,0.7872,3,3,5,32,6,1,55,5.5,8.6,0,0,1,0,1,24,1
ISW-2022-03638,8.28,8.21,0.8591,0,0,5,0,1,0,0,6.4,8.9,0,0,2,1,0,20,0
ISW-2018-03639,8.42,9.26,0.8586,2,1,7,33,6,1,14,6.9,10.0,0,2,1,0,0,18,0
ISW-2023-03640,8.29,8.5,0.8593,0,0,5,14,3,0,11,7.3,9.3,0,0,2,1,0,21,0
ISW-2025-03641,8.44,8.29,0.9339,0,0,6,7,2,1,4,5.2,9.3,0,0,0,0,1,22,0
ISW-2021-03642,7.89,7.68,0.8445,0,0,5,0,1,0,0,6.1,8.6,1,1,0,1,0,30,0
ISW-2024-03643,7.24,7.42,0.777,3,2,6,32,6,0,64,5.6,8.3,0,0,1,1,1,22,1
ISW-2024-03644,7.61,7.61,0.8166,0,0,5,0,1,0,0,4.2,8.0,0,0,0,0,1,20,0
ISW-2018-03645,8.01,8.13,0.9429,0,0,7,0,1,0,0,5.4,9.3,0,0,1,0,0,22,0
ISW-2025-03646,7.49,7.62,0.8479,2,1,6,26,5,0,29,5.5,8.5,0,2,0,0,0,21,0
ISW-2023-03647,8.54,8.72,0.7506,1,1,5,6,2,0,10,7.0,10.0,0,1,0,0,0,25,1
ISW-2021-03648,8.55,8.3,0.7571,1,1,6,6,2,1,8,7.1,9.9,0,2,2,1,0,24,0
ISW-2018-03649,8.77,9.26,0.8541,0,0,6,7,2,1,1,8.4,10.0,0,0,0,0,0,21,0
ISW-2018-03650,9.08,8.98,0.9528,1,1,5,41,7,0,25,7.6,10.0,0,1,0,0,0,20,0
ISW-2019-03651,7.94,8.5,0.8548,0,0,6,7,2,0,5,7.6,8.9,0,2,1,0,1,24,0
ISW-2024-03652,9.39,9.3,0.975,0,0,7,0,1,0,0,8.1,10.0,1,0,1,0,1,19,0
ISW-2020-03653,7.72,7.71,0.7759,3,2,6,4,2,0,10,5.7,8.9,1,0,2,1,0,20,0
ISW-2019-03654,8.16,8.21,0.6871,0,0,6,0,1,0,0,5.9,9.0,0,0,0,0,0,18,0
ISW-2023-03655,7.14,6.31,0.7427,2,1,6,5,2,1,15,3.5,7.0,0,0,2,1,1,24,1
ISW-2022-03656,8.02,7.73,0.8887,0,0,7,0,1,0,0,4.7,8.3,0,0,1,0,0,24,0
ISW-2024-03657,6.35,5.75,0.7349,0,0,6,0,1,0,0,4.5,7.1,0,3,2,1,1,23,0
ISW-2025-03658,9.44,9.6,0.9381,0,0,6,14,3,1,7,6.9,10.0,0,1,0,0,0,23,0
ISW-2023-03659,7.67,8.44,0.9068,1,1,5,41,7,1,24,6.4,9.2,0,1,0,0,1,21,0
ISW-2020-03660,6.77,6.95,0.9248,0,0,5,0,1,0,0,4.9,8.4,0,0,0,0,1,22,0
ISW-2018-03661,7.88,7.79,0.8445,0,0,7,0,1,0,0,4.4,8.2,0,1,1,1,1,19,0
ISW-2021-03662,8.44,8.54,0.8938,0,0,5,42,7,1,23,6.7,9.3,0,1,0,1,1,28,1
ISW-2025-03663,8.19,7.84,0.8575,0,0,6,42,7,1,43,5.9,8.6,1,3,0,1,1,22,0
ISW-2025-03664,9.0,8.82,0.6494,2,1,6,26,5,1,33,7.8,9.3,1,0,1,0,0,30,1
ISW-2025-03665,7.55,7.46,0.8326,3,2,6,4,2,0,12,4.9,9.2,0,2,0,0,1,22,1
ISW-2021-03666,7.9,7.82,0.8306,2,1,7,12,3,1,16,5.3,9.0,0,0,0,0,1,21,0
ISW-2019-03667,6.2,6.33,0.8611,0,0,5,0,1,0,0,4.5,8.1,0,1,0,1,0,21,0
ISW-2025-03668,7.92,8.11,0.7521,0,0,7,0,1,0,0,5.1,9.7,0,3,2,1,1,18,0
ISW-2025-03669,5.78,6.27,0.8754,2,1,6,5,2,0,14,3.7,7.0,0,1,1,0,0,18,0
ISW-2018-03670,8.86,8.71,0.8794,1,1,5,20,4,1,16,6.8,9.8,1,1,1,0,0,22,0
ISW-2021-03671,5.7,5.91,0.7908,4,3,6,3,2,1,13,3.1,7.0,0,2,2,0,0,23,0
ISW-2025-03672,8.73,8.12,0.8535,1,1,5,20,4,0,17,5.2,8.9,0,3,1,0,0,24,0
ISW-2025-03673,6.19,6.67,0.9355,3,2,6,4,2,0,16,5.3,8.2,1,0,0,1,0,23,0
ISW-2019-03674,5.46,6.07,0.8213,2,2,5,5,2,0,14,2.8,6.5,0,0,1,1,1,27,1
ISW-2021-03675,7.72,7.31,0.7725,1,1,6,34,6,0,61,5.8,7.8,0,1,2,0,0,22,1
ISW-2022-03676,9.27,9.07,0.7261,2,1,5,40,7,1,42,7.1,10.0,1,3,0,1,1,22,1
ISW-2020-03677,9.54,9.75,0.8813,0,0,5,7,2,0,0,6.8,10.0,1,1,1,1,1,23,0
ISW-2019-03678,8.43,8.68,0.9524,4,2,5,17,4,1,6,7.0,9.0,0,0,0,0,0,24,0
ISW-2019-03679,5.33,5.71,0.7719,6,3,7,1,2,1,15,2.5,7.2,1,1,2,0,1,27,0
ISW-2024-03680,6.51,6.33,0.705,0,0,5,0,1,0,0,3.2,8.0,0,0,1,0,0,19,0
ISW-2023-03681,7.4,7.42,0.711,3,3,7,25,5,1,55,5.7,8.2,0,0,2,1,1,19,1
ISW-2024-03682,7.4,7.22,0.7483,0,0,5,0,1,0,0,6.2,8.4,0,0,1,0,0,19,0
ISW-2019-03683,8.61,8.59,0.9683,1,1,7,13,3,1,10,7.2,9.3,1,0,0,0,0,24,0
ISW-2023-03684,9.33,9.56,0.9313,0,0,6,14,3,0,4,7.9,10.0,1,1,0,0,0,20,0
ISW-2018-03685,6.97,7.23,0.7718,0,0,7,0,1,0,0,4.8,9.0,0,0,2,1,1,23,0
ISW-2023-03686,9.02,9.0,0.8189,0,0,5,0,1,0,0,6.8,9.5,0,0,0,0,0,20,0
ISW-2020-03687,7.74,8.1,0.9537,0,0,7,7,2,1,6,5.7,9.6,1,1,0,1,0,26,0
ISW-2018-03688,9.16,8.87,0.7755,1,1,5,55,9,1,66,6.8,10.0,0,0,1,0,1,25,1
ISW-2020-03689,7.6,7.89,0.8099,4,3,6,17,4,2,19,6.2,9.3,0,0,0,1,0,23,1
ISW-2025-03690,9.93,9.71,0.893,0,0,6,7,2,1,2,6.6,10.0,1,0,0,0,1,24,0
ISW-2020-03691,7.05,7.08,0.8144,0,0,6,0,1,0,0,5.5,7.7,0,0,0,0,1,21,0
ISW-2021-03692,9.59,9.5,0.843,4,3,6,17,4,1,9,7.2,9.8,0,1,0,1,0,26,0
ISW-2024-03693,8.01,7.99,0.8224,0,0,7,0,1,0,0,5.2,9.2,0,0,1,0,0,24,0
ISW-2022-03694,9.28,9.56,0.9819,0,0,5,14,3,0,2,6.5,10.0,0,0,0,0,0,26,0
ISW-2021-03695,9.1,9.11,0.8933,1,0,5,27,5,1,14,6.9,9.5,1,0,0,1,1,19,0
ISW-2021-03696,8.24,8.51,0.8919,0,0,7,14,3,1,14,6.3,9.1,0,0,2,0,1,21,1
ISW-2019-03697,7.76,7.51,0.8347,0,0,7,7,2,0,9,6.3,9.2,0,0,0,0,0,20,0
ISW-2023-03698,6.03,6.1,0.8156,0,0,7,0,1,0,0,4.0,7.6,0,0,1,1,1,20,0
ISW-2022-03699,8.61,8.57,0.8828,0,0,6,0,1,0,0,7.2,9.3,0,0,0,1,0,18,0
ISW-2019-03700,8.19,7.89,0.9453,1,1,6,13,3,0,11,5.3,9.0,0,0,0,0,0,25,0
ISW-2021-03701,8.92,8.78,0.8261,1,1,7,41,7,0,12,7.2,9.6,0,2,1,0,0,19,0
ISW-2021-03702,7.66,7.8,0.844,2,1,5,5,2,1,10,6.7,9.6,0,0,1,0,1,21,0
ISW-2018-03703,9.04,9.19,0.9276,0,0,7,21,4,1,10,5.8,9.9,0,0,2,0,0,24,0
ISW-2023-03704,9.39,8.95,0.8232,1,0,7,27,5,0,13,5.9,9.8,0,1,0,0,1,23,0
ISW-2025-03705,7.36,7.1,0.9368,0,0,7,0,1,0,0,3.8,8.1,0,0,0,0,0,22,0
ISW-2022-03706,8.12,7.37,0.8382,0,0,7,0,1,0,0,6.1,8.7,0,2,0,1,1,20,0
ISW-2022-03707,9.4,9.22,0.9081,1,1,5,6,2,0,5,8.2,10.0,0,0,0,0,1,21,0
ISW-2021-03708,9.5,9.16,0.8579,0,0,5,28,5,1,5,6.0,10.0,0,1,0,0,0,26,0
ISW-2021-03709,7.17,7.39,0.8988,0,0,5,14,3,1,19,4.4,9.1,0,3,2,1,0,21,0
ISW-2024-03710,8.46,8.31,0.8882,2,1,6,26,5,1,19,6.8,9.2,0,0,1,1,1,21,0
ISW-2021-03711,9.2,9.29,0.7018,1,0,7,41,7,0,43,6.2,10.0,1,0,0,1,0,23,0
ISW-2020-03712,7.39,7.97,0.9487,1,0,7,27,5,1,36,5.5,8.3,0,1,0,0,0,21,0
ISW-2019-03713,6.57,6.95,0.9063,1,0,1,62,10,0,88,6.0,7.7,1,3,0,0,1,21,0
ISW-2023-03714,9.56,9.4,0.8352,1,1,6,27,5,1,10,6.8,10.0,1,0,0,1,0,20,0
ISW-2020-03715,7.6,7.19,0.8768,2,2,5,40,7,0,64,4.1,8.8,0,1,1,0,1,20,0
ISW-2025-03716,8.86,8.86,0.7929,2,2,7,33,6,1,45,6.1,9.2,0,0,2,0,0,23,1
ISW-2020-03717,9.81,9.25,0.9358,0,0,7,28,5,0,8,8.0,10.0,0,1,0,0,0,26,0
ISW-2023-03718,9.01,8.97,0.9029,0,0,5,35,6,0,14,6.1,10.0,0,0,0,1,1,22,0
ISW-2025-03719,8.93,9.18,0.8088,0,0,6,49,8,1,34,7.1,10.0,0,1,0,0,1,23,0
ISW-2019-03720,9.0,9.2,0.9765,0,0,6,14,3,1,5,7.4,10.0,0,0,0,0,0,21,0
ISW-2025-03721,8.75,8.28,0.8669,0,0,7,21,4,0,25,5.6,9.8,1,1,2,0,0,24,0
ISW-2018-03722,10.0,10.0,0.9469,0,0,6,14,3,1,2,7.5,10.0,0,0,1,1,0,25,0
ISW-2021-03723,6.87,6.88,0.8174,2,2,7,40,7,0,63,3.5,8.1,1,1,2,0,0,22,1
ISW-2018-03724,8.14,8.17,0.8099,0,0,5,14,3,1,11,4.8,8.7,1,1,2,0,1,21,0
ISW-2022-03725,8.84,8.33,0.8867,0,0,5,35,6,1,27,7.3,9.6,0,2,0,1,0,23,0
ISW-2019-03726,6.74,6.65,0.8735,2,2,5,33,6,1,59,4.2,7.4,1,3,1,0,1,20,0
ISW-2018-03727,8.6,8.74,0.9102,0,0,7,56,9,1,22,5.8,10.0,1,1,1,0,0,21,0
ISW-2019-03728,7.64,7.88,0.8075,0,0,6,7,2,1,7,4.8,8.9,0,1,0,0,0,19,0
ISW-2023-03729,7.08,7.12,0.8053,1,1,6,27,5,1,30,4.7,8.0,0,0,0,0,1,19,1
ISW-2025-03730,7.34,7.48,0.7493,2,1,5,26,5,1,43,5.7,8.6,0,3,1,0,1,22,1
ISW-2020-03731,8.1,7.91,0.8586,1,0,6,48,8,1,42,5.6,8.6,0,1,2,0,0,20,0
ISW-2020-03732,7.73,8.19,0.7962,3,2,7,39,7,0,60,7.3,9.1,0,0,0,0,0,19,1
ISW-2023-03733,7.13,7.26,0.9139,3,2,5,18,4,1,14,5.7,7.8,0,0,2,1,0,23,0
ISW-2024-03734,7.43,7.8,0.7715,1,1,6,20,4,0,34,5.0,8.5,0,2,2,0,0,20,0
ISW-2021-03735,6.62,6.91,0.8848,0,0,6,0,1,0,0,5.4,8.4,1,2,2,0,1,21,0
ISW-2024-03736,7.48,7.05,0.7956,3,3,6,53,9,0,105,4.5,8.6,0,2,0,1,0,19,1
ISW-2019-03737,9.13,9.23,0.8748,1,1,7,6,2,0,5,7.9,9.6,0,1,0,1,0,23,0
ISW-2022-03738,7.74,8.03,0.8696,1,1,6,27,5,1,20,6.7,9.5,0,0,1,0,0,23,0
ISW-2024-03739,8.67,9.16,0.8197,0,0,5,35,6,1,25,7.7,9.9,1,3,0,0,1,24,0
ISW-2022-03740,8.84,8.77,0.8793,1,1,6,13,3,0,9,7.1,9.4,0,1,0,0,0,19,0
ISW-2021-03741,8.06,8.2,0.6291,0,0,7,0,1,0,0,6.0,9.0,0,1,1,1,1,22,0
ISW-2022-03742,8.73,8.38,0.9035,0,0,5,0,1,0,0,6.3,9.7,0,1,0,1,0,26,0
ISW-2023-03743,9.29,8.96,0.9872,0,0,5,42,7,1,21,6.3,10.0,0,1,0,0,0,21,0
ISW-2020-03744,8.23,8.17,0.8463,0,0,5,14,3,1,10,4.7,8.7,1,1,2,0,0,23,0
ISW-2019-03745,8.04,8.24,0.7177,0,0,5,0,1,0,0,4.8,9.5,0,1,0,0,1,20,0
ISW-2022-03746,6.53,6.29,0.9271,0,0,5,28,5,0,55,3.8,7.6,0,2,2,1,0,22,0
ISW-2025-03747,8.18,8.17,0.7863,4,4,6,3,2,1,11,7.1,9.3,0,2,0,0,1,19,0
ISW-2024-03748,10.0,10.0,0.9834,1,1,5,41,7,0,23,6.6,10.0,1,0,0,0,0,23,0
ISW-2023-03749,9.38,9.37,0.9342,2,1,5,5,2,0,1,6.1,10.0,1,0,0,0,1,19,0
ISW-2018-03750,6.8,6.88,0.7644,0,0,7,0,1,0,0,4.5,7.9,0,1,0,1,0,28,0
ISW-2023-03751,7.58,7.93,0.9331,0,0,5,0,1,0,0,4.5,8.9,1,1,0,1,0,19,0
ISW-2021-03752,6.17,5.92,0.7588,3,3,7,11,3,0,29,3.8,6.9,0,1,2,0,1,23,1
ISW-2025-03753,9.01,8.77,0.9289,1,0,6,13,3,0,7,7.0,10.0,1,2,2,1,0,24,0
ISW-2024-03754,10.0,9.92,0.9567,1,1,5,27,5,0,7,6.9,10.0,1,0,0,0,0,17,0
ISW-2018-03755,7.02,7.47,0.9584,2,2,7,12,3,0,13,6.2,9.0,0,0,0,1,1,27,1
ISW-2022-03756,7.81,7.52,0.8364,1,1,5,6,2,1,8,4.1,8.3,0,2,1,1,1,23,0
ISW-2021-03757,7.34,7.38,0.8426,1,0,7,6,2,1,6,4.5,7.7,0,3,0,0,1,23,0
ISW-2025-03758,9.68,9.64,0.8059,0,0,6,7,2,1,0,8.1,10.0,0,0,0,0,0,22,0
ISW-2024-03759,8.37,8.33,0.9626,0,0,7,49,8,1,38,6.5,8.9,0,0,0,0,1,24,0
ISW-2025-03760,9.4,9.51,0.8616,0,0,7,0,1,0,0,6.7,10.0,0,0,0,1,1,22,0
ISW-2025-03761,8.86,8.34,0.7372,0,0,1,63,10,0,79,5.7,9.2,0,1,0,0,1,20,0
ISW-2025-03762,8.96,9.18,0.8776,1,1,5,6,2,1,1,6.9,9.5,0,1,0,0,1,23,0
ISW-2025-03763,6.79,7.23,0.6187,0,0,7,0,1,0,0,4.2,8.9,0,0,1,0,1,21,0
ISW-2018-03764,6.63,7.0,0.5937,6,6,7,1,2,2,15,6.1,8.7,0,0,0,0,1,19,1
ISW-2025-03765,8.45,8.63,0.8394,0,0,7,0,1,0,0,6.3,10.0,0,1,0,0,0,19,0
ISW-2023-03766,8.45,8.77,0.8578,1,0,5,34,6,0,16,5.6,10.0,0,1,0,1,0,20,0
ISW-2023-03767,8.49,8.24,0.8244,1,1,7,13,3,1,12,7.1,9.6,1,1,0,0,0,19,0
ISW-2024-03768,8.36,8.82,0.8452,2,2,7,5,2,1,8,6.5,9.2,1,0,2,0,0,19,0
ISW-2024-03769,7.8,8.46,0.75,4,1,6,17,4,2,24,5.0,9.7,0,0,1,0,1,22,1
ISW-2018-03770,9.11,9.0,0.8813,0,0,7,21,4,0,3,7.6,10.0,0,0,2,1,0,23,0
ISW-2024-03771,7.47,7.37,0.7952,2,2,7,47,8,0,87,5.8,8.4,0,3,0,0,0,25,0
ISW-2025-03772,6.03,6.19,0.8109,4,1,6,52,9,1,108,5.3,7.3,1,0,0,0,1,24,0
ISW-2024-03773,8.77,8.81,0.817,0,0,6,28,5,0,7,5.8,9.4,0,1,0,0,1,22,0
ISW-2022-03774,9.62,10.0,0.9823,0,0,5,35,6,1,8,8.9,10.0,1,1,0,0,0,28,0
ISW-2024-03775,8.22,8.35,0.9251,1,1,6,34,6,0,24,5.1,9.1,0,2,1,0,0,20,0
ISW-2021-03776,7.88,8.0,0.8258,3,2,6,11,3,1,10,6.6,9.0,0,0,0,0,0,23,0
ISW-2022-03777,7.23,7.49,0.8409,1,1,5,27,5,1,36,5.2,8.7,0,0,0,0,0,20,1
ISW-2024-03778,8.84,8.28,0.9116,0,0,5,0,1,0,0,7.4,9.6,1,2,0,0,0,21,0
ISW-2020-03779,9.9,9.68,0.9913,0,0,6,28,5,1,6,7.9,10.0,1,0,0,0,0,24,0
ISW-2019-03780,7.66,7.5,0.9359,0,0,5,56,9,1,51,4.7,8.0,0,1,0,0,1,25,0
ISW-2022-03781,8.61,8.69,0.8496,0,0,7,0,1,0,0,7.1,9.6,0,0,1,1,0,24,0
ISW-2018-03782,5.97,6.0,0.8622,1,1,5,34,6,0,60,2.9,7.1,0,3,2,0,0,21,0
ISW-2021-03783,9.38,9.18,0.8478,0,0,5,49,8,1,29,8.1,10.0,1,1,0,0,1,20,0
ISW-2021-03784,8.27,8.32,0.8695,1,1,6,6,2,0,5,6.7,9.6,0,0,0,1,0,23,0
ISW-2023-03785,8.39,7.98,0.8824,1,1,6,13,3,0,12,4.9,8.8,1,2,0,0,0,24,0
ISW-2025-03786,7.37,7.68,0.8904,1,1,6,48,8,1,47,4.9,9.3,0,1,0,1,0,21,0
